Frame, PELVIS,,, SPINE_NAVAL,,, SPINE_CHEST,,,NECK,,, CLAVICLE_LEFT,,, SHOULDER_LEFT,,,ELBOW_LEFT,,,WRIST_LEFT,,,HAND_LEFT,,,HANDTIP_LEFT,,,THUMB_LEFT,,,CLAVICLE_RIGHT,,,SHOULDER_RIGHT,,,ELBOW_RIGHT,,,WRIST_RIGHT,,,HAND_RIGHT,,,HANDTIP_RIGHT,,,THUMB_RIGHT,,,HIP_LEFT,,,KNEE_LEFT,,,ANKLE_LEFT,,,FOOT_LEFT,,,HIP_RIGHT,,,KNEE_RIGHT,,,ANKLE_RIGHT,,,FOOT_RIGHT,,,HEAD,,,NOSE,,,EYE_LEFT,,,EAR_LEFT,,,EYE_RIGHT,,,EAR_RIGHT,,,Hour, Minute, Second, Millisecond, FootSwitch
10, 96.741516, -765.634338, 4436.851074, 102.970955, -919.580505, 4387.176270, 108.746567, -1045.797241, 4359.163086, 115.590973, -1242.258057, 4346.347168, 145.016388, -1209.095337, 4349.872559, 274.350769, -1209.298706, 4359.766602, 296.732605, -962.718994, 4399.415039, 317.173767, -753.413452, 4391.374023, 233.325027, -729.033569, 4394.424316, 212.424759, -633.864380, 4405.339355, 216.764008, -715.308777, 4359.940918, 83.978477, -1210.619263, 4348.959961, -34.845898, -1215.602417, 4339.180176, -86.711449, -976.834351, 4413.851563, -120.058220, -766.783630, 4400.197266, -47.539780, -715.607117, 4431.385254, -65.266853, -620.939941, 4434.804199, -65.318199, -671.075562, 4412.567383, 179.228775, -760.897644, 4432.515625, 143.054016, -428.290375, 4574.004883, 107.687271, -125.431213, 4739.977051, 86.422600, -37.305744, 4596.179688, 22.359140, -769.905701, 4440.760254, 53.707298, -422.373199, 4540.310059, 94.781685, -136.793457, 4739.877441, 32.728985, -51.335239, 4624.522461, 118.293091, -1314.377319, 4329.451172, 121.554581, -1297.268677, 4184.688477, 151.379608, -1333.332886, 4204.418457, 203.139740, -1350.155396, 4305.758789, 104.410988, -1338.243408, 4199.889648, 55.848373, -1380.721680, 4299.745605, 15, 19, 25, 380, 0,
11, 107.150902, -763.278259, 4433.409180, 109.608368, -917.402649, 4382.336914, 111.841438, -1044.161499, 4354.408203, 114.533371, -1241.675537, 4348.917969, 144.756943, -1208.926636, 4351.016602, 274.755829, -1208.561768, 4356.498535, 298.428223, -961.739685, 4398.733887, 318.613312, -751.768005, 4390.304199, 234.347900, -728.104370, 4394.899902, 212.108292, -632.445190, 4400.155273, 218.301834, -715.207703, 4357.474609, 83.506157, -1209.204956, 4350.544434, -35.552681, -1202.279297, 4340.285156, -85.659874, -961.026855, 4410.771973, -116.638794, -749.619019, 4403.766113, -33.619045, -710.723755, 4426.138672, -64.031876, -618.970276, 4427.512695, -47.048801, -668.038635, 4401.439941, 190.116852, -761.541443, 4432.159668, 144.659134, -424.977600, 4564.198242, 106.152596, -126.286713, 4739.043945, 66.240395, -38.243374, 4598.577637, 32.336861, -764.844421, 4434.536133, 79.781303, -417.204102, 4531.414063, 117.272217, -136.239731, 4739.953125, 41.998074, -52.889793, 4630.413574, 115.625130, -1314.642822, 4334.680664, 135.258438, -1289.544678, 4191.935059, 154.986343, -1332.521851, 4210.888672, 192.984177, -1366.601563, 4314.373047, 108.484741, -1326.802002, 4202.548828, 43.216167, -1363.999390, 4295.166992, 15, 19, 25, 411, 0,
12, 110.694855, -761.775879, 4430.422852, 116.614693, -916.073608, 4378.871582, 121.164238, -1043.530884, 4352.969238, 119.893906, -1241.516846, 4346.323730, 150.810715, -1209.335449, 4349.289551, 280.779480, -1208.318604, 4360.313965, 299.941254, -960.331116, 4401.743164, 318.456238, -750.104492, 4385.896484, 233.434998, -728.054565, 4388.199219, 211.888519, -632.764526, 4401.493652, 216.522400, -716.746277, 4353.535645, 89.439796, -1208.335815, 4347.471680, -29.916235, -1200.070801, 4338.220215, -83.131729, -958.508972, 4407.687988, -114.662201, -746.715332, 4398.769043, -31.329327, -707.331482, 4420.092285, -67.659813, -618.552246, 4406.288086, -36.479229, -670.893738, 4397.527832, 193.836685, -759.153076, 4432.119629, 146.145340, -422.735870, 4566.238281, 104.685738, -120.441704, 4735.870605, 70.129097, -33.824287, 4592.608887, 35.722210, -764.140991, 4428.892090, 91.907425, -417.531311, 4528.172852, 118.043137, -137.185089, 4740.720215, 42.686993, -51.962296, 4632.121094, 119.791336, -1314.591797, 4331.634766, 155.191589, -1289.660156, 4191.550293, 169.891663, -1334.227051, 4211.703125, 195.070740, -1371.968018, 4318.109863, 124.848434, -1325.065063, 4198.930176, 48.117905, -1358.344604, 4284.356934, 15, 19, 25, 446, 0,
13, 113.701981, -760.934204, 4429.858398, 121.108513, -916.067566, 4378.111328, 126.980301, -1043.727783, 4349.894043, 135.165329, -1242.435181, 4338.287109, 164.669312, -1208.729370, 4342.319336, 294.640991, -1201.011841, 4358.254883, 315.161835, -952.341370, 4403.415527, 335.207001, -740.731384, 4392.778320, 252.086945, -710.877808, 4395.407227, 232.457733, -614.380554, 4406.969238, 235.001587, -697.696106, 4362.031738, 102.989296, -1210.586548, 4340.016113, -16.905405, -1203.731812, 4328.171875, -72.192329, -961.562012, 4399.240723, -100.623070, -749.110046, 4376.799316, -19.029722, -710.036865, 4406.240234, -63.825684, -623.756470, 4413.099121, -30.557484, -667.085510, 4387.881348, 197.284134, -757.376709, 4431.156250, 149.513733, -419.150879, 4566.298340, 109.928711, -118.439613, 4743.088379, 75.009422, -36.420322, 4596.106934, 38.332275, -764.142212, 4428.687988, 94.155121, -412.551605, 4517.681152, 116.830238, -136.522293, 4739.377441, 43.960213, -50.850346, 4628.183594, 138.639664, -1315.450806, 4321.705078, 161.370316, -1291.722046, 4177.965820, 183.173157, -1333.421387, 4198.547852, 220.176468, -1363.472046, 4304.657227, 136.319397, -1330.614502, 4188.625000, 69.974083, -1370.204102, 4280.737793, 15, 19, 25, 477, 0,
14, 114.070831, -761.789612, 4426.095215, 119.833191, -917.411255, 4377.106445, 124.037262, -1045.626221, 4353.093750, 133.193436, -1244.020020, 4348.245605, 162.384491, -1210.165405, 4351.907227, 292.583496, -1200.859497, 4360.443359, 315.681976, -952.263245, 4400.561035, 334.503815, -741.027954, 4392.231934, 251.073685, -713.552490, 4399.199707, 229.780167, -617.259521, 4406.322754, 233.919464, -702.284485, 4362.443848, 100.960579, -1212.360352, 4348.108887, -17.413654, -1201.184937, 4329.552246, -72.128830, -959.541260, 4400.262207, -92.762039, -748.080078, 4367.858398, -12.799353, -706.711304, 4397.785645, -50.679951, -617.366211, 4392.479980, -17.675169, -671.780884, 4376.366699, 197.432251, -759.575317, 4428.866211, 148.642654, -419.786530, 4556.776855, 107.956886, -121.510628, 4735.509277, 71.636841, -32.672009, 4593.468750, 38.900181, -763.786377, 4423.595703, 109.403793, -417.414093, 4518.278809, 121.775726, -140.432083, 4738.026855, 177.320724, -30.798376, 4639.177734, 137.337250, -1317.320557, 4334.203613, 154.701508, -1289.123169, 4190.941406, 174.356110, -1332.976563, 4208.657227, 214.069168, -1370.004272, 4311.168945, 127.531723, -1326.487549, 4201.288086, 63.210377, -1365.175903, 4294.776855, 15, 19, 25, 510, 0,
15, 113.993469, -758.056335, 4423.898926, 119.887192, -914.251282, 4375.395020, 124.712357, -1042.897949, 4352.046387, 131.377258, -1241.701660, 4342.190918, 161.103973, -1208.215698, 4346.279785, 291.533997, -1201.860474, 4358.291504, 320.265747, -952.822754, 4395.934082, 344.341980, -741.424744, 4396.168457, 261.819122, -710.428467, 4401.824707, 230.047119, -616.603760, 4405.396973, 245.364090, -699.803528, 4364.250977, 99.457939, -1209.585449, 4343.285156, -19.584469, -1199.104370, 4326.761230, -63.247704, -952.392578, 4389.558594, -78.101624, -739.698303, 4358.531738, -6.049067, -692.052795, 4398.335449, -56.067055, -609.643494, 4384.204102, -12.055546, -661.310913, 4363.341797, 197.580399, -754.947754, 4424.044922, 147.806885, -416.487610, 4557.593262, 108.724419, -118.820694, 4739.384277, 74.742477, -34.679031, 4593.441895, 38.619450, -760.859436, 4423.766602, 114.800850, -413.686798, 4514.570313, 158.445236, -141.200607, 4737.354492, 150.259674, -35.230698, 4620.291992, 134.433350, -1314.860107, 4326.262695, 171.200119, -1287.226440, 4186.215332, 187.975845, -1331.281616, 4206.563965, 213.320313, -1368.359863, 4313.833984, 142.507156, -1324.431763, 4192.924805, 65.706627, -1362.382813, 4277.229492, 15, 19, 25, 542, 0,
16, 114.014389, -759.838562, 4418.636230, 121.661987, -916.724487, 4371.925293, 127.939522, -1044.761719, 4344.910156, 140.646667, -1243.755615, 4342.221191, 169.335632, -1209.223877, 4345.604492, 299.846588, -1203.727783, 4358.942871, 326.374725, -953.908020, 4395.208496, 349.962891, -742.221375, 4390.904297, 267.669495, -709.953552, 4394.002930, 230.478378, -618.096863, 4399.474609, 253.126053, -697.517700, 4356.161133, 107.737900, -1212.554565, 4341.657227, -11.328965, -1206.111572, 4322.336914, -56.770889, -959.410339, 4385.291016, -75.664528, -747.047791, 4352.311035, -4.733503, -693.832214, 4387.043457, -53.452305, -610.739014, 4371.571289, -12.808129, -661.333679, 4358.298340, 197.663803, -755.679810, 4418.363770, 149.059479, -418.325195, 4556.374023, 106.553024, -118.053230, 4733.941406, 71.248779, -32.656013, 4588.782227, 38.584030, -763.588745, 4418.882324, 112.807487, -416.815063, 4514.618652, 168.843536, -128.615738, 4714.402344, 208.819595, -27.820028, 4599.045898, 146.139114, -1317.396851, 4328.933105, 169.423050, -1287.190308, 4186.348145, 189.642349, -1330.759399, 4204.681641, 225.755859, -1367.689209, 4309.041504, 142.861328, -1325.606323, 4195.126465, 75.187622, -1367.289185, 4285.492676, 15, 19, 25, 574, 0,
17, 129.028488, -755.795044, 4420.317383, 136.364044, -911.247375, 4370.221191, 140.720871, -1039.779419, 4346.907715, 149.897949, -1238.136841, 4334.554688, 178.992172, -1204.477173, 4340.726074, 308.513641, -1199.356201, 4359.675293, 335.359589, -950.144287, 4395.760254, 359.906128, -739.023682, 4396.666504, 277.950043, -706.377136, 4398.682129, 232.228622, -618.688110, 4403.699219, 262.931274, -694.433228, 4362.168945, 117.678017, -1206.370483, 4334.385742, -1.535051, -1203.035767, 4317.035645, -52.052650, -958.260742, 4381.160645, -75.284988, -746.074707, 4353.528320, -0.627555, -693.682983, 4380.148926, -51.618275, -611.077698, 4373.114258, -14.394522, -660.863342, 4349.221680, 212.205765, -754.399048, 4428.165039, 144.367691, -411.755127, 4540.335449, 91.067093, -124.002579, 4733.426270, 67.355316, -32.745285, 4589.959473, 54.023869, -757.053894, 4413.240234, 135.081314, -414.810822, 4516.191406, 174.786484, -139.577423, 4735.728027, 198.497681, -44.462727, 4611.875488, 154.540298, -1310.940796, 4317.771973, 188.720551, -1293.609619, 4175.591797, 204.279861, -1336.904053, 4198.272461, 230.878525, -1368.177979, 4306.948730, 158.823120, -1329.104736, 4185.293945, 82.871918, -1358.579346, 4273.490723, 15, 19, 25, 620, 0,
18, 130.718719, -755.175049, 4418.772461, 138.409622, -910.124207, 4369.632813, 143.247742, -1038.064941, 4346.530762, 151.667755, -1235.553101, 4334.441895, 180.802719, -1202.118774, 4340.123047, 309.973602, -1197.155029, 4357.257813, 335.626984, -949.803955, 4398.479492, 359.245605, -739.572632, 4396.259766, 284.293579, -693.860657, 4399.032715, 230.673309, -611.188538, 4401.277832, 268.628143, -681.364807, 4365.133301, 119.684013, -1203.844727, 4334.667969, 0.821568, -1199.322998, 4319.122559, -51.806740, -955.769531, 4381.401855, -77.851875, -744.725464, 4355.279297, -3.538817, -688.737183, 4372.225098, -50.393627, -608.183655, 4345.733398, -14.085039, -659.783264, 4340.979492, 213.562103, -753.336975, 4425.942871, 144.153290, -411.398743, 4533.703613, 87.226837, -132.582611, 4735.736328, 69.825821, -34.309990, 4597.022461, 56.015217, -756.832520, 4412.307129, 132.605499, -413.036377, 4507.191895, 170.148315, -141.476624, 4729.042969, 198.703140, -42.260403, 4610.468262, 155.856140, -1308.061523, 4317.795898, 190.030396, -1285.987793, 4176.979004, 202.991455, -1330.998291, 4197.296387, 228.157471, -1368.944702, 4303.592285, 158.226852, -1319.878906, 4185.172363, 81.496346, -1348.844971, 4272.103027, 15, 19, 25, 653, 0,
19, 129.204910, -752.369690, 4417.443359, 139.756485, -906.660706, 4366.671875, 146.298141, -1034.463623, 4343.070801, 151.879272, -1232.099731, 4331.043945, 181.463806, -1199.096558, 4336.993652, 310.316742, -1192.525757, 4356.087891, 354.371887, -948.304688, 4400.619141, 392.807983, -740.213257, 4400.104980, 362.928406, -676.434448, 4452.621094, 305.360260, -603.793823, 4419.029785, 297.609009, -683.288269, 4382.748047, 120.364891, -1199.910278, 4330.980957, 1.107290, -1196.298828, 4318.280273, -49.844269, -950.638306, 4373.513184, -78.732811, -739.680115, 4349.375488, -1.626916, -686.714539, 4363.431152, -50.797226, -607.087463, 4338.290527, -14.154121, -658.158752, 4328.792480, 211.777802, -749.959717, 4427.280273, 152.409653, -405.650696, 4533.756836, 97.510155, -127.539993, 4737.448730, 81.558060, -30.324400, 4597.772949, 54.745308, -754.542908, 4408.572754, 129.544601, -409.996277, 4502.467285, 171.898697, -144.803467, 4731.171875, 196.888382, -41.528217, 4615.242188, 155.136536, -1304.679810, 4314.428223, 200.317123, -1284.932373, 4176.361328, 214.344894, -1328.254517, 4199.476074, 232.301392, -1360.857666, 4308.986816, 170.206528, -1320.664185, 4183.053711, 88.029984, -1352.004883, 4264.013672, 15, 19, 25, 683, 0,
