"type","name","units","cell_count_x","cell_count_y","cell_size_mm_x","cell_size_mm_y"
"shot_matrix","RT Three foot zone analysis, zones graph, Forefootright","N/cm²",13,28,8.469,8.469

"time",1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,2_13,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,3_13,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,4_13,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,5_12,5_13,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,6_12,6_13,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,7_13,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,8_10,8_11,8_12,8_13,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,9_10,9_11,9_12,9_13,10_1,10_2,10_3,10_4,10_5,10_6,10_7,10_8,10_9,10_10,10_11,10_12,10_13,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,11_9,11_10,11_11,11_12,11_13,12_1,12_2,12_3,12_4,12_5,12_6,12_7,12_8,12_9,12_10,12_11,12_12,12_13,13_1,13_2,13_3,13_4,13_5,13_6,13_7,13_8,13_9,13_10,13_11,13_12,13_13,14_1,14_2,14_3,14_4,14_5,14_6,14_7,14_8,14_9,14_10,14_11,14_12,14_13,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12,15_13,16_1,16_2,16_3,16_4,16_5,16_6,16_7,16_8,16_9,16_10,16_11,16_12,16_13,17_1,17_2,17_3,17_4,17_5,17_6,17_7,17_8,17_9,17_10,17_11,17_12,17_13,18_1,18_2,18_3,18_4,18_5,18_6,18_7,18_8,18_9,18_10,18_11,18_12,18_13,19_1,19_2,19_3,19_4,19_5,19_6,19_7,19_8,19_9,19_10,19_11,19_12,19_13,20_1,20_2,20_3,20_4,20_5,20_6,20_7,20_8,20_9,20_10,20_11,20_12,20_13,21_1,21_2,21_3,21_4,21_5,21_6,21_7,21_8,21_9,21_10,21_11,21_12,21_13,22_1,22_2,22_3,22_4,22_5,22_6,22_7,22_8,22_9,22_10,22_11,22_12,22_13,23_1,23_2,23_3,23_4,23_5,23_6,23_7,23_8,23_9,23_10,23_11,23_12,23_13,24_1,24_2,24_3,24_4,24_5,24_6,24_7,24_8,24_9,24_10,24_11,24_12,24_13,25_1,25_2,25_3,25_4,25_5,25_6,25_7,25_8,25_9,25_10,25_11,25_12,25_13,26_1,26_2,26_3,26_4,26_5,26_6,26_7,26_8,26_9,26_10,26_11,26_12,26_13,27_1,27_2,27_3,27_4,27_5,27_6,27_7,27_8,27_9,27_10,27_11,27_12,27_13,28_1,28_2,28_3,28_4,28_5,28_6,28_7,28_8,28_9,28_10,28_11,28_12,28_13
,0.000,0.000,0.000,0.000,0.000,0.065,0.488,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.937,2.752,1.107,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.665,4.594,6.887,2.919,0.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.257,2.898,8.799,10.053,3.951,0.955,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.833,5.628,11.861,11.113,4.741,2.813,0.081,0.000,0.000,0.000,0.000,0.000,0.000,1.232,6.445,12.222,10.559,4.705,2.885,0.038,0.000,0.000,0.000,0.000,0.000,0.000,1.380,6.740,12.506,9.887,4.321,2.343,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.395,4.054,9.993,7.784,3.493,1.612,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.760,2.941,2.612,1.780,0.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.012,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.062,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.798,1.552,0.739,0.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,2.225,4.001,3.809,1.208,0.013,0.000,0.000,0.000,0.003,0.006,0.003,0.097,1.267,4.525,7.678,8.603,3.930,0.340,0.000,0.000,0.058,0.438,0.840,1.341,2.846,6.550,10.484,11.828,12.526,5.864,0.459,0.000,0.043,0.689,2.605,4.767,10.432,15.427,16.825,16.215,14.396,11.693,4.718,0.379,0.000,0.534,3.066,6.057,12.744,25.958,30.249,25.838,18.987,13.069,7.198,1.956,0.083,0.002,1.213,5.374,8.918,16.103,31.438,32.730,25.022,15.991,8.458,3.272,0.306,0.001,0.013,1.320,5.757,8.695,13.720,25.865,26.036,17.194,9.879,3.924,1.431,0.262,0.000,0.210,2.520,7.085,7.141,7.617,15.451,15.663,9.298,3.392,2.984,1.885,0.342,0.000,0.628,7.632,26.346,14.664,3.955,3.979,4.536,2.722,1.537,3.686,2.997,0.530,0.000,0.360,12.168,55.465,34.616,6.521,1.300,2.030,2.841,2.825,3.770,2.497,0.305,0.000,0.115,7.017,34.267,29.636,7.583,4.765,5.758,4.089,2.423,0.933,0.226,0.030,0.000,0.002,1.123,6.876,9.192,3.142,4.467,5.880,2.828,0.415,0.024,0.000,0.000,0.000,0.000,0.015,0.440,0.825,0.275,0.864,1.188,0.556,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000
