"type","name","units","cell_count_x","cell_count_y","cell_size_mm_x","cell_size_mm_y"
"shot_matrix","RT Three foot zone analysis, zones graph, Forefootleft","N/cm²",12,15,8.469,8.469

"time",1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,5_1,5_2,5_3,5_4,5_5,5_6,5_7,5_8,5_9,5_10,5_11,5_12,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_10,6_11,6_12,7_1,7_2,7_3,7_4,7_5,7_6,7_7,7_8,7_9,7_10,7_11,7_12,8_1,8_2,8_3,8_4,8_5,8_6,8_7,8_8,8_9,8_10,8_11,8_12,9_1,9_2,9_3,9_4,9_5,9_6,9_7,9_8,9_9,9_10,9_11,9_12,10_1,10_2,10_3,10_4,10_5,10_6,10_7,10_8,10_9,10_10,10_11,10_12,11_1,11_2,11_3,11_4,11_5,11_6,11_7,11_8,11_9,11_10,11_11,11_12,12_1,12_2,12_3,12_4,12_5,12_6,12_7,12_8,12_9,12_10,12_11,12_12,13_1,13_2,13_3,13_4,13_5,13_6,13_7,13_8,13_9,13_10,13_11,13_12,14_1,14_2,14_3,14_4,14_5,14_6,14_7,14_8,14_9,14_10,14_11,14_12,15_1,15_2,15_3,15_4,15_5,15_6,15_7,15_8,15_9,15_10,15_11,15_12
,0.000,0.000,0.044,0.394,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.143,1.957,3.827,1.294,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.040,1.759,9.379,11.206,4.526,0.398,0.000,0.000,0.000,0.000,0.000,0.000,0.320,7.672,23.203,19.821,8.954,2.230,0.180,0.025,0.012,0.000,0.000,0.000,0.743,16.788,41.431,27.625,14.260,7.608,3.284,1.902,1.112,0.412,0.019,0.000,0.564,19.361,42.218,28.853,18.283,16.954,14.940,9.173,6.084,3.739,0.979,0.015,0.145,10.369,21.687,21.449,20.199,28.562,30.631,21.902,12.790,11.535,4.801,0.271,0.011,2.729,7.810,11.955,16.734,28.411,33.516,28.139,15.525,15.448,7.469,0.533,0.000,0.767,3.048,5.110,9.304,17.625,23.545,20.059,14.185,13.831,5.621,0.272,0.000,1.183,2.581,6.000,6.622,6.987,9.651,9.296,15.627,15.117,4.745,0.497,0.000,0.926,2.494,8.229,9.693,3.157,2.712,7.032,37.566,46.036,10.203,1.278,0.000,0.088,1.036,4.513,6.087,4.068,4.487,7.895,29.641,34.280,9.991,1.351,0.000,0.000,0.265,1.063,2.511,4.065,3.732,5.542,9.439,8.118,2.920,0.358,0.000,0.000,0.000,0.000,0.553,1.766,1.707,1.294,1.423,1.237,0.206,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.095,0.020,0.009,0.003,0.000,0.000
